Course Name,Address,Access,Year Built,Rating,Number of Reviews,Pct Recommend
Veterans Administration Golf Course,"Memorial Blvd, Murfreesboro, Tennessee 37129, Rutherford County",Public,1950,3.7,2 out of 2 reviews,100.00%
Lost Creek Golf Club,"824 Milligan Way, New Market, Tennessee 37820, Jefferson County",Public,1967,3.6,114 out of 134 reviews,76.20%
Oakview Links,"218 Wheatley Drive Ext, Newbern, Tennessee 38059, Dyer County",Semi-Private,1970,,,0%
Smoky Mountain Country Club,"1220 Golf Course Rd, Newport, Tennessee 37821, Cocke County",Semi-Private,1957,3,1 out of 1 reviews,100.00%
Springbrook Golf & Country Club,"123 Country Club Ln, Niota, Tennessee 37826, Mc Minn County",Private,1920,4.5,47 out of 49 reviews,98.30%
Oak Ridge Country Club,"150 Gum Hollow Rd, Oak Ridge, Tennessee 37830, Anderson County",Private,1947,4.9,4 out of 4 reviews,100.00%
Tennessee Centennial Golf Course,"101 Centennial Blvd, Oak Ridge, Tennessee 37830",Public,1996,3.7,129 out of 176 reviews,82.50%
Fair Oaks Golf Club,"220 Fairoaks Dr, Oakland, Tennessee 38060",Semi-Private,2000,5,2 out of 2 reviews,100.00%
Hermitage Golf Course - The General's Retreat,"3939 Old Hickory Blvd, Old Hickory, Tennessee 37138, Davidson County",Public/Resort,1986,4.5,8 out of 9 reviews,85.30%
Hermitage Golf Course - The President's Reserve,"3939 Old Hickory Blvd, Old Hickory, Tennessee 37138, Davidson County",Public/Resort,2000,4.6,11 out of 12 reviews,88.20%
Old Hickory Country Club,"1904 Old Hickory Blvd, Old Hickory, Tennessee 37138, Davidson County",Private,1926,5,2 out of 2 reviews,100.00%
Riverside Golf Center - Executive Course,"640 Old Hickory Blvd, Old Hickory, Tennessee 37138, Davidson County",Public,1967,3.2,38 out of 52 reviews,73.50%
Riverside Golf Center - Farm Lakes Course,"640 Old Hickory Blvd, Old Hickory, Tennessee 37138, Davidson County",Public,1967,3.2,38 out of 52 reviews,73.50%
Oneida Municipal Golf Course,"1180 S Lake Dr, Oneida, Tennessee 37841",Municipal,1967,,,0%
The Champions Club,"7502 Snow Hill Rd, Ooltewah, Tennessee 37363, Hamilton County",Semi-Private,1999,4.2,11 out of 13 reviews,84.60%
The Honors Course,"9603 Old Lee Hwy, Ooltewah, Tennessee 37363, Hamilton County",Private,1983,4.9,5 out of 5 reviews,100.00%
Paris Country Club,"195 Country Club Rd, Paris, Tennessee 38242, Henry County",Private,1957,4,2 out of 2 reviews,100.00%
Pickwick Landing State Park Golf Course,"Hwy 57, Pickwick Dam, Tennessee 38365, Hardin County",Public,1973,4.3,2 out of 2 reviews,100.00%
Gatlinburg Golf Course,"520 Dollywood Ln, Pigeon Forge, Tennessee 37863, Sevier County",Public/Municipal,1955,4.2,426 out of 465 reviews,85.30%
Fall Creek Falls State Park Golf Course,"626 Golf Course Rd, Pikeville, Tennessee 37367, Bledsoe County",Public,1972,3.6,9 out of 12 reviews,70.60%
Tennessee Hills Golf Course,"58 Lynn Rothwell Rd, Pikeville, TN 37367",Public,2010,,,0%
Woodland Hills Golf and Country Club,"#2 Clubhouse Drive, Pinson, Tennessee 38366",Semi-Private,1961,,,0%
Dogwood Hills Country Club,"1224 S Broadway, Portland, Tennessee 37148, Sumner County",Private,1969,,,0%
Target Golf Practice & Training Facility,"5311 W Beaver Creek Dr, Powell, TN, 37849",Public,0,,,0%
Hillcrest Country Club,"200 Hillcrest Rd, Pulaski, Tennessee 38478, Giles County",Semi-Private,1957,,,0%
Green Hills Golf Club,"742 Dixon Springs Hwy, Riddleton, Tennessee 37151, Smith County",Semi-Private,1968,,,0%
Rolling Hills Country Club,"502 Country Club Rd., Ripley, TN 38063",Private,0,,,0%
Egwani Farms Golf Course,"3920 Singleton Station Rd, Rockford, Tennessee 37853, Blount County",Public,1991,4.5,223 out of 232 reviews,97.10%
Champions Run Golf Course,"14262 Mt. Pleasant Rd., Rockvale, Tennessee, 37153, USA",Public,2002,4,71 out of 78 reviews,98.50%
Rockwood Municipal Golf Course,"5159 Roane State Hwy, Rockwood, Tennessee 37854, Roane County",Public/Municipal,1953,3,1 out of 1 reviews,100.00%
McDonald Hills Golf CLub,"352 Guntown Rd, Rogersville, Tennessee 37857, Hawkins County",Public,1959,4,1 out of 1 reviews,100.00%
Selmer Golf & Country Club,"1254 Country Club Ln, Selmer, Tennessee 38375, Mc Nairy County",Private,1964,,,0%
Sevierville Golf Club - Highlands Course,"1444 Old Knoxville Highway, Sevierville, Tennessee 37876",Municipal,1994,3.9,167 out of 176 reviews,97.90%
Sevierville Golf Club - River Course,"1444 Old Knoxville Highway, Sevierville, Tennessee 37876",Municipal,2008,4.2,261 out of 277 reviews,79.70%
The Course at Sewanee,"100 Greens View Rd, Sewanee, Tennessee 37383, Franklin County",Public,1915,4.5,43 out of 45 reviews,99.10%
Creekside Plantation,"326 N Shiloh Rd, Seymour, Tennessee 37865, Sevier County",Public,2000,4.1,38 out of 38 reviews,100.00%
Persimmon Hills Golf Course,"1696 Rock Hill Rd, Sharon, Tennessee 38255, Weakley County",Public,1965,4,1 out of 1 reviews,100.00%
Riverbend Country Club,"245 Riverbend Rd, Shelbyville, Tennessee 37160, Bedford County",Private,1950,,,0%
Signal Mountain Golf & Country Club,"809 James Blvd, Signal Mountain, Tennessee 37377, Hamilton County",Private,1922,,,0%
Smithville Golf Club,"430 Golf Club Dr, Smithville, Tennessee 37166, De Kalb County",Semi-Private,1965,3.5,5 out of 5 reviews,100.00%
Smyrna Golf Course - Executive Course,"101 Sam Ridley Pkwy E, Smyrna, Tennessee 37167, Rutherford County",Municipal,2001,3.7,74 out of 92 reviews,81.80%
Smyrna Golf Course - Regulation Course,"101 Sam Ridley Pkwy E, Smyrna, Tennessee 37167, Rutherford County",Municipal,1960,3.7,74 out of 92 reviews,81.80%
Montlake Golf Course,"9104 Brow Lake Rd, Soddy Daisy, Tennessee 37379, Hamilton County",Public,1990,2.2,2 out of 4 reviews,50.00%
Somerville Country Club,"440 Beech Loop, Somerville, Tennessee 38068, Fayette County",Private,1967,,,0%
Doe Valley Golf Center,"9786 Reams Rd, South Fulton, Tennessee 38257, Obion County",Public,1995,,,0%
Fulton Country Club,"9307 State Line Rd, South Fulton, Tennessee 38257, Obion County",Semi-Private,1925,3.6,5 out of 5 reviews,100.00%
Sweetens Cove Golf Club,"2040 Sweeten Cove Rd, South Pittsburg, Tennessee 37380, Marion County",Semi-Private,1951,4.5,37 out of 39 reviews,95.20%
RiverWatch Golf Club,"235 Harbour Greens Place, Sparta, TN 38583",Public,2000,4.3,186 out of 198 reviews,91.80%
Sparta Golf & Country Club,"129 Lester Flat Rd, Sparta, Tennessee 38583, White County",Semi-Private,1960,,,0%
King's Creek Golf Club,"3901 Kedron Road , Spring Hill, Tennessee 37174",Semi-Private,2005,3.8,145 out of 184 reviews,83.90%
The Legacy,"100 Ray Floyd Dr, Springfield, Tennessee 37172, Robertson County",Public,1996,4.6,189 out of 195 reviews,98.60%
Ruggles Ferry Golf Club,"8530 N Ruggles Ferry Pike, Strawberry Plains, TN 37871",Public,2001,4.2,37 out of 41 reviews,93.10%
Dixie Oaks Golf Club,"76 Pleasant Garden Rd, Summertown, Tennessee 38483, Lawrence County",Public,1994,3.7,5 out of 6 reviews,70.60%
Woodlake Golf Club,"330 Woodlake Blvd, Tazewell, Tennessee 37879",Semi-Private/Resort,1998,4.9,6 out of 6 reviews,100.00%
Wild Laurel Golf Course,"702 Country Club Dr, Townsend, Tennessee 37882, Blount County",Resort,1990,4,240 out of 274 reviews,88.90%
Emerald Lakes Golf Course,"82 Graves Ln, Trenton TN 38382-9236",Semi-Private,1999,,,0%
WynRidge Greens & Golf Club,"800 Club Dr, Troy, Tennessee 38260, Obion County",Semi-Private,1994,,,0%
Lakewood Country Club,"1900 Country Club Dr, Tullahoma, Tennessee 37388, Coffee County",Private,1957,,,0%
Buffalo Valley Golf Course,"190 Golf Course Road, Unicoi, Tennessee 37692,",Public,1970,2.5,1 out of 2 reviews,50.00%
Poplar Meadows Country Club,"1445 Airport Rd, Union City, Tennessee 38261, Obion County",Private,1964,,,0%
Wingfoot Golf Course,"3001 Perry Browder Rd, Union City, Tennessee 38261, Obion County",Semi-Private,0,,,0%
The Links At Kahite Golf Course,"400 Kahite Trl, Vonore, Tennessee 37885",Private,2002,5,1 out of 1 reviews,100.00%
Rarity Bay Golf & Country Club,"403 Rarity Bay, Vonore, TN 37885",Semi-Private,1996,4.5,87 out of 89 reviews,99.60%
Waverly Country Club,"195 Golf Club Ln, Waverly, Tennessee 37185, Humphreys County",Semi-Private,0,,,0%
Waynesboro Municipal Golf Course,"725 Green River Rd, Waynesboro, Tennessee 38424, Wayne County",Municipal,1970,,,0%
White Pine Golf Club,"3331 Leadvale Rd, White Pine, Tennessee 37890, Jefferson County",Public,1968,,,0%
Bear Trace at Tims Ford State Park,"891 Wiseman Bend, Winchester, Tennessee 37398, Franklin County",Public,1999,3.7,10 out of 13 reviews,70.60%
Franklin County Country Club,"912 Country Club Rd, Winchester, Tennessee 37398, Franklin County",Private,1968,,,0%
Scenic View Golf Course,"3992 AEDC Rd, Winchester, Tennessee 37398, Franklin County",Public,1970,4,1 out of 1 reviews,100.00%
Abernathy Country Club,"1882 FM #2060, Abernathy, Texas 79311, Hale County",Semi-Private,1955,,,0%
Abilene Country Club - Club Course,"4039 S Treadaway Blvd, Abilene, Texas 79602, Taylor County",Private,1923,,,0%
Abilene Country Club - Fairway Oaks Course,"32 Fairway Oaks Blvd, Abilene, Texas 79606, Taylor County",Private,1980,,,0%
Diamondback Golf Club,"1510 E Industrial Blvd , Abilene, TX 79602, United States",Public,1999,3.2,4 out of 5 reviews,58.30%
Maxwell Municipal Golf Course,"1002 S 32nd St, Abilene, Texas 79602, Taylor County",Public,1934,5,1 out of 1 reviews,100.00%
Willow Creek Golf Center,"1166 Ben Richey Dr, Abilene, Texas 79602, Taylor County",Public,1988,,,0%
Alamo Country Club,"438 Country Club Dr, Alamo, Texas 78516, Hidalgo County",Private,1982,,,0%
Albany Golf Course,"1005 North 3rd, Albany, Texas 76430, Shackelford County",Public/Municipal,1927,,,0%
Split Rail Links and Golf Club,"2151 Old Annetta Rd , Aledo, Texas 76008, Tarrant County",Semi-Private,2002,4.6,3 out of 4 reviews,90.50%
Alice Country Club,"260 Country Club Rd 341, Alice, Texas 78332, Jim Wells County",Private,1957,,,0%
Alice Municipal Golf Course,"N Texas Blvd - Anderson Park, Alice, Texas 78332, Jim Wells County",Public,1950,2,1 out of 2 reviews,50.00%
Twin Creeks Golf Course,"501 Twin Creeks Dr, Allen, Texas 75013, Collin County",Semi-Private,1995,3.5,271 out of 380 reviews,73.30%
Alpine Country Club,"1011 Loop Rd, Alpine, Texas 79830, Brewster County",Public,1947,4.8,2 out of 2 reviews,100.00%
Hillcrest Golf Club,"3401 Fairway Dr, Alvin, Texas 77511, Brazoria County",Public,1969,2.7,2 out of 3 reviews,66.70%
Amarillo Country Club,"4800 Bushland Blvd, Amarillo, Texas 79106, Potter County",Private,1919,5,1 out of 1 reviews,100.00%
Comanche Trail Golf Course - Arrowhead Course,"4200 S Grand St, Amarillo, Texas 79103, Potter County",Public/Municipal,1999,4,3 out of 3 reviews,100.00%
Comanche Trail Golf Course - Tomahawk Course,"4200 S Grand St, Amarillo, Texas 79103, Potter County",Public/Municipal,1990,4,3 out of 3 reviews,100.00%
Lake Tanglewood Golf Course,"1000 Tanglewood Dr, Amarillo, Texas 79118, Potter County",Private,0,,,0%
Preston West Par 3 Golf Course,"9101 S Coulter Rd, Amarillo, Texas 79119, Randall County",Public,1992,,,0%
Ross Rogers Golf Complex - The Mustang Course,"722 NW 24th Ave, Amarillo, Texas 79107, Potter County",Public/Municipal,1940,4.6,4 out of 4 reviews,100.00%
Ross Rogers Golf Complex - WildHorse Course,"722 NW 24th Ave, Amarillo, Texas 79107, Potter County",Public/Municipal,1959,4.6,4 out of 4 reviews,100.00%
Tascosa Golf Club - La Paloma Course,"4502 Fairway Dr, Amarillo, Texas 79124, Potter County",Private,1985,4,1 out of 1 reviews,100.00%
Tascosa Golf Club - Tascosa Course,"2300 N Western St, Amarillo, Texas 79124, Potter County",Private,1954,4,3 out of 3 reviews,100.00%
Chambers County Golf Course,"1 Pinchback Rd, Anahuac, Texas 77514, Chambers County",Public/Municipal,1977,4.1,18 out of 19 reviews,85.30%
Andrews County Golf Course,"920 Golf Course Rd, Andrews, Texas 79714, Andrews County",Public,1955,5,1 out of 1 reviews,100.00%
Hurricane Creek Country Club,"1800 Fairway Ln, Anna, Texas 75409, Collin County",Private,1968,4,1 out of 1 reviews,100.00%
Anson Golf Course,"900 23rd St , Anson, Texas 79501, United States",Public/Municipal,1938,,,0%
Archer City Country Club,"1007 S Ash St, Archer City, Texas 76351, Archer County",Municipal,1967,,,0%
Denton Country Club,"1213 Country Club Rd, Argyle, Texas 76226, Denton County",Private,1922,5,1 out of 1 reviews,100.00%
Lake Arlington Golf Course,"1516 W Green Oaks Blvd, Arlington, Texas 76013, Tarrant County",Public,1963,3.9,200 out of 236 reviews,84.70%
Meadowbrook Park Golf Course,"1300 E Dugan St, Arlington, Texas 76010, Tarrant County",Public,1924,3.5,52 out of 69 reviews,76.10%
Rolling Hills Country Club,"401 E Lamar Blvd, Arlington, Texas 76011, Tarrant County",Private,1954,4.3,1 out of 2 reviews,83.30%
Shady Valley Golf Club,"4001 W Park Row Dr, Arlington, Texas 76013, Tarrant County",Private,1959,4,9 out of 12 reviews,96.50%
Texas Rangers Golf Club,"701 Brown Blvd, Arlington, Texas 76011, Tarrant County",Public/Municipal,1982,4.3,187 out of 224 reviews,88.00%
Tierra Verde Golf Club,"7005 Golf Club Drive, Arlington TX 76001",Public,1998,4.5,303 out of 318 reviews,93.90%
Aspermont City Golf Course,"Golf Course Rd, Aspermont, Texas 79502, Stonewall County",Semi-Private,1960,,,0%
Atascocita Golf Club - Pinehurst/Point Course,"20114 Pinehurst Dr, Atascocita, Texas 77346, Harris County",Semi-Private,1956,3.8,179 out of 203 reviews,80.60%
Atascocita Golf Club - Point/Shores Course,"20114 Pinehurst Dr, Atascocita, Texas 77346, Harris County",Semi-Private,1956,3.8,179 out of 203 reviews,80.60%
Atascocita Golf Club - Shores/Pinehurst Course,"20114 Pinehurst Dr, Atascocita, Texas 77346, Harris County",Semi-Private,1956,3.8,179 out of 203 reviews,80.60%
Athens Country Club,"500 Park Ln, Athens, Texas 75751, Henderson County",Semi-Private,1946,,,0%
Indian Hills Country Club,"Hwy 77 FM 995, Atlanta, Texas 75551, Cass County",Semi-Private,1946,,,0%
Cross Timbers Golf Course,"1181 S Stewart St, Azle, Texas 76020, Parker County",Public,1995,3.7,65 out of 73 reviews,98.70%
Shady Oaks Golf Course,"3542 County Road 268, Baird, TX 79504, Callahan County",Public,1968,4,1 out of 1 reviews,100.00%
Ballinger Country Club,"384 Private Road 2881, Ballinger, Texas 76821, Runnels County",Public,1939,,,0%
Flying L Guest Ranch Golf Course,"566 Flying L Drive, Bandera, Texas 78003, Bandera County",Resort,1972,3.9,134 out of 151 reviews,88.90%
ColoVista Golf Club,"100 Country Club Dr, Bastrop, Texas 78602",Public,1997,3.4,159 out of 207 reviews,68.70%
Pine Forest Golf Club,"636 Riverside Dr, Bastrop, Texas 78602",Public,1979,3.4,205 out of 249 reviews,71.70%
Bay City Country Club,"3 miles W of Hwy 35, Bay City, Texas 77414, Matagorda County",Private,1950,,,0%
Bay-Cel Golf Course,"2001 FM 3057, Bay City, Texas 77414",Private,1965,,,0%
Rio Colorado Golf Course,"7320 Farm to Market 2668 Riverside Park, Bay City, Texas 77414, Matagorda County",Public,1993,,,0%
Bayou Din Golf Club - Back Course,"8537 Labelle Rd, Beaumont, Texas 77705, Jefferson County",Public,1959,4,31 out of 33 reviews,99.00%
Bayou Din Golf Club - Front Course,"8537 Labelle Rd, Beaumont, Texas 77705, Jefferson County",Public,1959,4,31 out of 33 reviews,99.00%
Bayou Din Golf Club - Links Course,"8537 Labelle Rd, Beaumont, Texas 77705, Jefferson County",Public,1993,4,31 out of 33 reviews,99.00%
Beaumont Country Club,"5355 Pine St, Beaumont, Texas 77703, Jefferson County",Private,1907,,,0%
Brentwood Country Club,"4201 S Major Dr, Beaumont, Texas 77707, Jefferson County",Semi-Private,1980,4,44 out of 49 reviews,95.90%
Henry Homberg Municipal Golf Course,"5940 Babes Zaharias Dr, Beaumont, Texas 77705, Jefferson County",Municipal,1933,3.2,27 out of 35 reviews,74.60%
Iron Oaks Golf Course,"4654 Iron Oaks Dr, Beaumont, Texas 77713, Jefferson County",Public,2005,2.7,1 out of 2 reviews,83.30%
Spanish Oaks Golf Course,"13001 Spanish Oaks Club Blvd , Bee Cave, TX 78738, Travis County",Private,2002,5,4 out of 4 reviews,100.00%
Beeville Country Club,"Hwy 181, Beeville, Texas 78102, Bee County",Private,1929,,,0%
John C. Beasley Municipal Golf Course,"Veteran Memorial Park, Beeville, Texas 78102, Bee County",Public,1983,,,0%
Bellville Golf & Recreation Club,"Hwy 36 No, Bellville, Texas 77418, Austin County",Semi-Private,1931,2.6,2 out of 5 reviews,44.40%
Benbrook 3 Par,"1590 Beach Rd, Benbrook, Texas 76126, Tarrant County",Public,1993,4.7,13 out of 18 reviews,95.10%
Whitestone Golf Course,"10650 Highway 377 South , Benbrook, Texas 76126, Tarrant County",Public,2000,4.2,359 out of 417 reviews,90.40%
Big Lake Country Club,"W Hwy 67, Big Lake, Texas 76932, Reagan County",Semi-Private,0,,,0%
Big Spring Country Club,"2401 Driver Road, Big Spring, Texas 79721, Howard County",Private/Resort,1926,,,0%
Comanche Trail Golf Course,"800 Comanche Park Rd, Big Spring, Texas 79720, Howard County",Municipal/Semi-Private,2008,,,0%
Chemcel Golf Course,"Celanese Chemical Company , Bishop, Texas 78343",Private,1955,,,0%
Vaaler Creek Golf Club,"228 Jeff Vaughn , Blanco, TX 78606",Public,2007,4.6,539 out of 549 reviews,97.20%
Creekbend Golf Course,"10955 Highway 377 , Blanket, Texas 76432, Brown County",Public,1998,,,0%
Cordillera Ranch Golf Course,"1092 Clubs Dr , Boerne, TX 78006, United States",Private,2006,5,1 out of 1 reviews,100.00%
Tapatio Springs Hill Country Resort & Spa,"1 Resort Way, Boerne, Texas 78006",Resort,1981,4.3,390 out of 447 reviews,92.20%
Bonham Golf & Country Club,"500 W Russell Ave, Bonham, Texas 75418, Fannin County",Semi-Private,1915,2.3,1 out of 3 reviews,33.30%
Legacy Ridge Country Club,"2201 Country Club Rd , Bonham, Texas 75418, Fannin County",Public,2003,4.1,26 out of 27 reviews,98.90%
Booker Country Club,"W Santa Fe, Booker, Texas 79005, Lipscomb County",Semi-Private,1962,,,0%
Borger Country Club,"599 Broadmoor St, Borger, Texas 79008, Hutchinson County",Semi-Private,1955,,,0%
Phillips Municipal Golf Course,"1609 N Sterling, Borger, Texas 79007, Hutchinson County",Public,1941,2.8,2 out of 2 reviews,100.00%
Prairie Oaks Ranch,"481 Private Road 227 , Bowie, TX 76230, United States,",Private,1997,,,0%
Twisted Oaks Golf Club,"676 Country Club Road, Bowie, Texas 76230",Public,1961,2.5,4 out of 6 reviews,66.70%
Fort Clark Springs Golf Club,"Highway #90 West, Brackettville, Texas 78832, Kinney County",Public,1982,,,0%
Brady Municipal Golf Course,"Hwy 87 No, Brady, Texas 76825, Mc Culloch County",Public,1920,3.9,4 out of 6 reviews,22.90%
West Brazos Golf Center,"4199 CR 507, Brazoria, Texas 77422",Public,1999,,1 out of 1 reviews,100.00%
Breckenridge Country Club,"4111 W Walker St, Breckenridge, Texas 76424, Stephens County",Semi-Private,1913,,,0%
Brenham Country Club,"4107 Hwy 105, Brenham, Texas 77833, Washington County",Semi-Private,1920,4.2,11 out of 13 reviews,96.70%
